"Run ID","Flow","precision","Hyperparameters"
"7438730","mlr.classif.svm(6)","1","cost:297671755367,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7438763","mlr.classif.svm(6)","1","cost:879598769268,gamma:00495739046954199,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7438795","mlr.classif.svm(6)","1","cost:3138476981929,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7438798","mlr.classif.svm(6)","1","cost:03503834573,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7438863","mlr.classif.svm(6)","1","cost:1204682900596,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7438881","mlr.classif.svm(6)","1","cost:304172402621,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7438882","mlr.classif.svm(6)","1","cost:326244702925,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7438948","mlr.classif.svm(6)","1","cost:28557683650987,gamma:2733316606239,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439009","mlr.classif.svm(6)","1","cost:05451592062728,gamma:141458756413699,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439014","mlr.classif.svm(6)","1","cost:917098850017,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439020","mlr.classif.svm(6)","1","cost:33580619737613,gamma:196559292642734,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439025","mlr.classif.svm(6)","1","cost:8822539192613,gamma:07779086470879,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439110","mlr.classif.svm(6)","1","cost:190444400013,gamma:0303159812602664,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439168","mlr.classif.svm(6)","1","cost:291333540951,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439170","mlr.classif.svm(6)","1","cost:195273786872,gamma:552093253605372,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439175","mlr.classif.svm(6)","1","cost:000556865851,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439179","mlr.classif.svm(6)","1","cost:0060137430457,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439181","mlr.classif.svm(6)","1","cost:72901690438879,gamma:968926384405077,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439246","mlr.classif.svm(6)","1","cost:24798504047059,gamma:371714903941838,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439346","mlr.classif.svm(6)","1","cost:442326938422,gamma:0361168441692863,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439420","mlr.classif.svm(6)","1","cost:7247651711477,gamma:0809106071126996,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439457","mlr.classif.svm(6)","1","cost:767543711325,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439495","mlr.classif.svm(6)","1","cost:0607716238725,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439579","mlr.classif.svm(6)","1","cost:2810172430665,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439585","mlr.classif.svm(6)","1","cost:8954291568628,gamma:163466301020648,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439648","mlr.classif.svm(6)","1","cost:0264147271603,gamma:172546280243639,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439650","mlr.classif.svm(6)","1","cost:086377574563,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439795","mlr.classif.svm(6)","1","cost:1832136671061,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439801","mlr.classif.svm(6)","1","cost:80805983987787,gamma:435971271319874,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439866","mlr.classif.svm(6)","1","cost:164572191416,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439873","mlr.classif.svm(6)","1","cost:638310605198,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439874","mlr.classif.svm(6)","1","cost:598267768686,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439894","mlr.classif.svm(6)","1","cost:6438860788608,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439913","mlr.classif.svm(6)","1","cost:489408012635,gamma:00708024617663876,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439962","mlr.classif.svm(6)","1","cost:9807479296594,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7439963","mlr.classif.svm(6)","1","cost:8647450458668,gamma:90166500579693,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440012","mlr.classif.svm(6)","1","cost:4726759136364,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440015","mlr.classif.svm(6)","1","cost:82132039092304,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440016","mlr.classif.svm(6)","1","cost:613948102747,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440083","mlr.classif.svm(6)","1","cost:5150007228256,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440087","mlr.classif.svm(6)","1","cost:52164503777601,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440093","mlr.classif.svm(6)","1","cost:519255305792657,gamma:293611320990434,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440095","mlr.classif.svm(6)","1","cost:077540269257,gamma:25885988769536,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440099","mlr.classif.svm(6)","1","cost:851488810362,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440100","mlr.classif.svm(6)","1","cost:287998063717,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440103","mlr.classif.svm(6)","1","cost:1135390586703,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440137","mlr.classif.svm(6)","1","cost:644495619592,gamma:00514835402580309,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440189","mlr.classif.svm(6)","1","cost:6478761195603,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440194","mlr.classif.svm(6)","1","cost:7604603457111,gamma:097032122702823,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440265","mlr.classif.svm(6)","1","cost:8787439571352,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440332","mlr.classif.svm(6)","1","cost:44028901567,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440333","mlr.classif.svm(6)","1","cost:877762782335,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440336","mlr.classif.svm(6)","1","cost:88985847721,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440342","mlr.classif.svm(6)","1","cost:93819397047575,gamma:04723648821764,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440371","mlr.classif.svm(6)","1","cost:4154095699361,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440455","mlr.classif.svm(6)","1","cost:9364852210745,gamma:017301242845919,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440490","mlr.classif.svm(6)","1","cost:795678887895772,gamma:205864569694519,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440507","mlr.classif.svm(6)","1","cost:362835923616,gamma:159851965078198,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440524","mlr.classif.svm(6)","1","cost:2271035300323,gamma:0280546216282168,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440559","mlr.classif.svm(6)","1","cost:230608513185,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440560","mlr.classif.svm(6)","1","cost:885758092331,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440568","mlr.classif.svm(6)","1","cost:284483101532,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440571","mlr.classif.svm(6)","1","cost:072823647918,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440656","mlr.classif.svm(6)","1","cost:067748250502,gamma:0874277345749729,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440779","mlr.classif.svm(6)","1","cost:3099438292769,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440877","mlr.classif.svm(6)","1","cost:7537333960195,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7440956","mlr.classif.svm(6)","1","cost:5672273523702,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441011","mlr.classif.svm(6)","1","cost:6529793324,gamma:03119317029402,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441018","mlr.classif.svm(6)","1","cost:161920863805,gamma:103678024582475,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441057","mlr.classif.svm(6)","1","cost:086948105197,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441059","mlr.classif.svm(6)","1","cost:4119770412642,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441067","mlr.classif.svm(6)","1","cost:266203843692,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441118","mlr.classif.svm(6)","1","cost:820788937818,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441129","mlr.classif.svm(6)","1","cost:993461372865,gamma:0442706149293071,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441152","mlr.classif.svm(6)","1","cost:79651398609,gamma:0134828216156627,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441176","mlr.classif.svm(6)","1","cost:7000261964131,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441192","mlr.classif.svm(6)","1","cost:4879540672706,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441236","mlr.classif.svm(6)","1","cost:94332290198449,gamma:073666110876021,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441246","mlr.classif.svm(6)","1","cost:301321947875,gamma:441647706830566,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441248","mlr.classif.svm(6)","1","cost:4875947974793,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441250","mlr.classif.svm(6)","1","cost:57635493471561,gamma:0479041116120297,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441260","mlr.classif.svm(6)","1","cost:54982259306,gamma:050262120996718,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441306","mlr.classif.svm(6)","1","cost:608989638692,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441319","mlr.classif.svm(6)","1","cost:780411772543946,gamma:215823804026919,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441325","mlr.classif.svm(6)","1","cost:0678128125915,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441400","mlr.classif.svm(6)","1","cost:155530391116,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441418","mlr.classif.svm(6)","1","cost:9596509701,gamma:38016330625853,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441423","mlr.classif.svm(6)","1","cost:0214126410226,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441501","mlr.classif.svm(6)","1","cost:343264580583,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441503","mlr.classif.svm(6)","1","cost:902928975641614,gamma:415607515171859,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441510","mlr.classif.svm(6)","1","cost:39719320400863,gamma:24065872720416,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441652","mlr.classif.svm(6)","1","cost:413695072666,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441655","mlr.classif.svm(6)","1","cost:592552310094,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441665","mlr.classif.svm(6)","1","cost:190986235855,gamma:026221274677523,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441726","mlr.classif.svm(6)","1","cost:082070277135,gamma:161479623671125,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441736","mlr.classif.svm(6)","1","cost:220885157149,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441789","mlr.classif.svm(6)","1","cost:08894259774478,gamma:321986251289726,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441794","mlr.classif.svm(6)","1","cost:3932388213748,gamma:240667533564594,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441798","mlr.classif.svm(6)","1","cost:074646380126,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441800","mlr.classif.svm(6)","1","cost:186877723247,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441873","mlr.classif.svm(6)","1","cost:577674390064,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441881","mlr.classif.svm(6)","1","cost:51097652025085,gamma:53586738812739,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441942","mlr.classif.svm(6)","1","cost:182069951242,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441946","mlr.classif.svm(6)","1","cost:889660226783,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7441957","mlr.classif.svm(6)","1","cost:963138294131625,gamma:61026363790931,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442008","mlr.classif.svm(6)","1","cost:559874826621,gamma:132080334788151,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442023","mlr.classif.svm(6)","1","cost:76924891685045,gamma:274042177526299,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442040","mlr.classif.svm(6)","1","cost:805436862587,gamma:0676054395308056,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442070","mlr.classif.svm(6)","1","cost:91303652345991,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442107","mlr.classif.svm(6)","1","cost:0638779188846,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442170","mlr.classif.svm(6)","1","cost:16049807994949,gamma:46183448615731,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442191","mlr.classif.svm(6)","1","cost:356609638069,gamma:060242521318952,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442239","mlr.classif.svm(6)","1","cost:8404304163308,gamma:568729867751765,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442245","mlr.classif.svm(6)","1","cost:970138249876,gamma:51598432475709,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442276","mlr.classif.svm(6)","1","cost:7068431536714,gamma:0332184181750117,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442304","mlr.classif.svm(6)","1","cost:26790739485011,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442321","mlr.classif.svm(6)","1","cost:8051359621245,gamma:0316411775695374,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442361","mlr.classif.svm(6)","1","cost:42932810643191,gamma:6964496665488,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442377","mlr.classif.svm(6)","1","cost:41458166429924,gamma:0816199819577215,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442378","mlr.classif.svm(6)","1","cost:381487395918,gamma:089331865218583,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442444","mlr.classif.svm(6)","1","cost:3703476540109,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442453","mlr.classif.svm(6)","1","cost:1677761914765,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442455","mlr.classif.svm(6)","1","cost:156974782899,gamma:74933331977252,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442457","mlr.classif.svm(6)","1","cost:6093363663076,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442537","mlr.classif.svm(6)","1","cost:46348614888461,gamma:44108463440439,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442540","mlr.classif.svm(6)","1","cost:665389331459462,gamma:345898265855778,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442563","mlr.classif.svm(6)","1","cost:000462901948,gamma:00912297728118203,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442604","mlr.classif.svm(6)","1","cost:281285517293,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442611","mlr.classif.svm(6)","1","cost:724772584035,gamma:048339422940014,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442669","mlr.classif.svm(6)","1","cost:135903003752,gamma:277374270008988,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442680","mlr.classif.svm(6)","1","cost:468392285383,gamma:0608443043994189,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442708","mlr.classif.svm(6)","1","cost:9042622251909,gamma:0311340861465473,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442722","mlr.classif.svm(6)","1","cost:602084521711,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442792","mlr.classif.svm(6)","1","cost:923483246818,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442793","mlr.classif.svm(6)","1","cost:15487044406498,gamma:736433498784034,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442798","mlr.classif.svm(6)","1","cost:5874075335384,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442802","mlr.classif.svm(6)","1","cost:26684985669495,gamma:0641001379908772,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442866","mlr.classif.svm(6)","1","cost:740234051077,gamma:37910056343803,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442868","mlr.classif.svm(6)","1","cost:858177534089,gamma:992882179955985,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442871","mlr.classif.svm(6)","1","cost:516817045333,gamma:882843145947726,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442883","mlr.classif.svm(6)","1","cost:5180441515185,gamma:34825411122627,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442884","mlr.classif.svm(6)","1","cost:0211887972925,gamma:427364610495836,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442887","mlr.classif.svm(6)","1","cost:593142177885,gamma:033581648977036,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442933","mlr.classif.svm(6)","1","cost:182539812615,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442936","mlr.classif.svm(6)","1","cost:8910844077103,gamma:03380691258909,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442942","mlr.classif.svm(6)","1","cost:65461579713387,gamma:19525391970172,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442951","mlr.classif.svm(6)","1","cost:913197577979,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7442952","mlr.classif.svm(6)","1","cost:9333946491942,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443089","mlr.classif.svm(6)","1","cost:67894144903,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443090","mlr.classif.svm(6)","1","cost:090979318066,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443121","mlr.classif.svm(6)","1","cost:574917910015,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443127","mlr.classif.svm(6)","1","cost:083827111145,gamma:00696460051910274,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443178","mlr.classif.svm(6)","1","cost:068317970279,gamma:696093454599884,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443196","mlr.classif.svm(6)","1","cost:994851284099,gamma:00948976337418098,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443235","mlr.classif.svm(6)","1","cost:0666924080921,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443236","mlr.classif.svm(6)","1","cost:156411687011,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443242","mlr.classif.svm(6)","1","cost:1240575133392,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443331","mlr.classif.svm(6)","1","cost:91928618082,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443344","mlr.classif.svm(6)","1","cost:685882016914,gamma:0349092554649385,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443390","mlr.classif.svm(6)","1","cost:67156136914124,gamma:25659381020516,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443396","mlr.classif.svm(6)","1","cost:297762512845,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443500","mlr.classif.svm(6)","1","cost:490305671303,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443556","mlr.classif.svm(6)","1","cost:596304572843014,gamma:213054303875652,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443567","mlr.classif.svm(6)","1","cost:961413367548,gamma:538869843131904,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443624","mlr.classif.svm(6)","1","cost:860967466885,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443640","mlr.classif.svm(6)","1","cost:21458473013974,gamma:69566069010902,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443645","mlr.classif.svm(6)","1","cost:052204439642,gamma:18556472191034,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443710","mlr.classif.svm(6)","1","cost:1667587114489,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443715","mlr.classif.svm(6)","1","cost:5004763731177,gamma:65799862100778,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443740","mlr.classif.svm(6)","1","cost:998438092052987,gamma:714658323223383,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443741","mlr.classif.svm(6)","1","cost:006783786107,gamma:0328549029236576,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443795","mlr.classif.svm(6)","1","cost:6162749815917,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7443819","mlr.classif.svm(6)","1","cost:40205781894722,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7444125","mlr.classif.xgboost(9)","1","eta:261260892864475,weight:54710849656411,subsample:154766778228804,bytree:415115143405274,bylevel:990305360639468,lambda:00153291704510405,alpha:539333989109292,nthread:1,nrounds:3990,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7444300","mlr.classif.xgboost(9)","1","eta:0464818490955531,depth:4,weight:96397857480086,subsample:671035883342847,bytree:601338997948915,bylevel:823088546283543,lambda:721662969794725,alpha:0053532894385426,nthread:1,nrounds:2819,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
